
TRACE LEVEL = 2
   2.04s TraceLog.cpp  214: Command line: ""
1452.28s slot.cpp     1068: vi(0)
1452.28s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
1452.28s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
1452.28s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
1452.28s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1452.28s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1452.28s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1452.28s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1452.28s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\UserData\player\TempModFile.svm 
1452.28s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyConsumption 
1452.28s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyEstimate 
1452.28s ContentLoadi   90: LMU Warning : Failed to find item: DiffPumpTorque 
1452.28s garage.cpp   1477: Enforcing garage tire rules
1452.28s garage.cpp   1563: Enforced selection: 1/3, 1/3, 1/3, 1/3
1452.28s Strategy.cpp  193: PStrat IN for 11 (Finn Gehrsitz #78): FC 115.0 SFPL 0.04 STPL 110.4 VEC 687000000.0 SVEPPL 0.05 BSL 142.14 NOD 1 CR 1 NLCBZ 3
1452.28s driver.cpp   7471: Created StrategyManager of type Qualifying for slot 11
1452.28s slot.cpp     1072: sr(0,1)
1452.28s slot.cpp     1171: Exited Slot::Restart()
1452.28s queue.cpp    1946: Resetting dents for slot 11
1458.86s score.cpp    4117: Track Limits: Off Track WP: 1146 TimeIntoLap: 100.31 SpeedDiff: 0.59 LapDistance: 4885.23 WetTrackScalar: 1.00 PredictedTimeWP: 100.34 CurrentTimeDiff: -0.54 PredictedSpeedWP:37.76 PredictedLapTime: 141.22 LeftTrack: 0.03 WallRiding: 0
1459.92s score.cpp    4577: Track Limits: Back On Track; Lap: 10 LapDist: 4926.75
1459.92s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.15 ET: 1.06 PlaceDiff: 0.00 TimeSkipped: -0.03 TimeRatio: 0.00 OffTime: 0.10 OffThrottle: 0.09 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 1.04 ResetOffTrackDist: 0
1461.93s score.cpp    4034: Track Limits: No Track Cut; Lap: 10 LapDist: 5009.56
1461.93s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: -0.13 ET: 3.08 PlaceDiff: 0.00 TimeSkipped: -0.30 TimeRatio: 0.00 OffTime: 0.10 OffThrottle: 0.09 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 1.04 ResetOffTrackDist: 0
1486.39s slot.cpp     1011: Entered Slot::Restart(13)
1486.39s slot.cpp     1068: vi(0)
1486.40s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
1486.40s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
1486.40s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
1486.40s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1486.40s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1486.40s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1486.40s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1486.40s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\UserData\player\TempModFile.svm 
1486.40s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyConsumption 
1486.40s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyEstimate 
1486.40s ContentLoadi   90: LMU Warning : Failed to find item: DiffPumpTorque 
1486.40s garage.cpp   1477: Enforcing garage tire rules
1486.40s garage.cpp   1563: Enforced selection: 1/3, 1/3, 1/3, 1/3
1486.40s Strategy.cpp  193: PStrat IN for 13 (Rahel Frey #85): FC 117.0 SFPL 0.04 STPL 109.8 VEC 665000000.0 SVEPPL 0.05 BSL 141.10 NOD 1 CR 1 NLCBZ 3
1486.40s driver.cpp   7471: Created StrategyManager of type Qualifying for slot 13
1486.40s slot.cpp     1072: sr(0,1)
1486.40s slot.cpp     1171: Exited Slot::Restart()
1486.40s queue.cpp    1946: Resetting dents for slot 13
1500.86s TireInventor   75: LTR: Saving tire wear, wl: 0, tireIndex: 3, compIndex: 0, wear before -> after: 97.509985 -> 96.275655
1500.86s garage.cpp   1475: Enforcing player garage tire rules
1500.86s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1500.86s TireInventor   75: LTR: Saving tire wear, wl: 1, tireIndex: 3, compIndex: 0, wear before -> after: 97.785626 -> 96.551922
1500.86s garage.cpp   1475: Enforcing player garage tire rules
1500.86s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1500.86s TireInventor   75: LTR: Saving tire wear, wl: 2, tireIndex: 3, compIndex: 0, wear before -> after: 97.935752 -> 96.872153
1500.86s garage.cpp   1475: Enforcing player garage tire rules
1500.86s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1500.86s TireInventor   75: LTR: Saving tire wear, wl: 3, tireIndex: 3, compIndex: 0, wear before -> after: 98.107384 -> 97.112783
1500.86s garage.cpp   1475: Enforcing player garage tire rules
1500.86s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1503.87s vehicle.cpp  1552: Vehicle in slot 2 teleported from -204.333191, 21.843807, 734.125916 to -196.116898, 21.751232, 739.439819 (9.785378m in 0.020000s)
1524.45s score.cpp    4117: Track Limits: Off Track WP: 399 TimeIntoLap: 23.44 SpeedDiff: 2.33 LapDistance: 1150.00 WetTrackScalar: 1.00 PredictedTimeWP: 23.46 CurrentTimeDiff: 0.14 PredictedSpeedWP:63.49 PredictedLapTime: 141.22 LeftTrack: 0.25 WallRiding: 0
1524.89s score.cpp    4577: Track Limits: Back On Track; Lap: 11 LapDist: 1179.89
1524.89s score.cpp     597: Track Limits: WarnPts: 0.25 Pts: 0.22 ET: 0.44 PlaceDiff: 0.00 TimeSkipped: 0.03 TimeRatio: 0.10 OffTime: 0.04 OffThrottle: 0.05 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 0.78 ResetOffTrackDist: 0
1528.06s score.cpp    4001: Track Limits: Warning; Lap: 11 LapDist: 1386.65
1528.06s CommMain.cpp 1012: Could not find commentary event "TrackLimitsWarning"
1528.06s score.cpp     597: Track Limits: WarnPts: 0.25 Pts: 0.20 ET: 3.60 PlaceDiff: 0.00 TimeSkipped: 0.10 TimeRatio: 0.01 OffTime: 0.04 OffThrottle: 0.05 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 0.78 ResetOffTrackDist: 0
1544.53s score.cpp    4117: Track Limits: Off Track WP: 643 TimeIntoLap: 43.44 SpeedDiff: -0.03 LapDistance: 2373.66 WetTrackScalar: 1.00 PredictedTimeWP: 43.38 CurrentTimeDiff: 0.31 PredictedSpeedWP:31.02 PredictedLapTime: 141.22 LeftTrack: 0.03 WallRiding: 0
1545.39s score.cpp    4577: Track Limits: Back On Track; Lap: 11 LapDist: 2403.61
1545.39s score.cpp     597: Track Limits: WarnPts: 0.50 Pts: 0.25 ET: 0.86 PlaceDiff: 0.00 TimeSkipped: 0.07 TimeRatio: 0.11 OffTime: 0.08 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.78 MaxOffTrack: 0.37 ResetOffTrackDist: 0
1548.57s score.cpp    4001: Track Limits: Warning; Lap: 11 LapDist: 2522.55
1548.57s CommMain.cpp 1012: Could not find commentary event "TrackLimitsWarning"
1548.57s score.cpp     597: Track Limits: WarnPts: 0.50 Pts: 0.33 ET: 4.04 PlaceDiff: 0.00 TimeSkipped: 0.26 TimeRatio: 0.02 OffTime: 0.08 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.78 MaxOffTrack: 0.37 ResetOffTrackDist: 0
1554.09s slot.cpp     1011: Entered Slot::Restart(6)
1554.09s slot.cpp     1068: vi(0)
1554.11s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
1554.11s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
1554.11s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
1554.11s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1554.11s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1554.11s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1554.11s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1554.11s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\UserData\player\TempModFile.svm 
1554.11s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyConsumption 
1554.11s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyEstimate 
1554.11s ContentLoadi   90: LMU Warning : Failed to find item: DiffPumpTorque 
1554.11s garage.cpp   1477: Enforcing garage tire rules
1554.11s garage.cpp   1563: Enforced selection: 1/3, 1/3, 1/3, 1/3
1554.11s Strategy.cpp  193: PStrat IN for 6 (Ahmad Al Harthy #46): FC 120.0 SFPL 0.03 STPL 107.8 VEC 673000000.0 SVEPPL 0.05 BSL 141.22 NOD 1 CR 1 NLCBZ 3
1554.11s driver.cpp   7471: Created StrategyManager of type Qualifying for slot 6
1554.11s slot.cpp     1072: sr(0,1)
1554.11s slot.cpp     1171: Exited Slot::Restart()
1554.11s queue.cpp    1946: Resetting dents for slot 6
1577.31s score.cpp    4117: Track Limits: Off Track WP: 926 TimeIntoLap: 76.41 SpeedDiff: -0.67 LapDistance: 3786.35 WetTrackScalar: 1.00 PredictedTimeWP: 76.41 CurrentTimeDiff: 0.05 PredictedSpeedWP:47.40 PredictedLapTime: 141.22 LeftTrack: 0.01 WallRiding: 0
1578.21s score.cpp    4577: Track Limits: Back On Track; Lap: 11 LapDist: 3829.15
1578.21s score.cpp     597: Track Limits: WarnPts: 0.25 Pts: 0.19 ET: 0.90 PlaceDiff: 0.00 TimeSkipped: 0.00 TimeRatio: 0.00 OffTime: 0.08 OffThrottle: 0.11 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 0.74 ResetOffTrackDist: 0
1581.36s score.cpp    4001: Track Limits: Warning; Lap: 11 LapDist: 3999.56
1581.36s CommMain.cpp 1012: Could not find commentary event "TrackLimitsWarning"
1581.36s score.cpp     597: Track Limits: WarnPts: 0.50 Pts: 0.30 ET: 4.04 PlaceDiff: 0.00 TimeSkipped: 0.11 TimeRatio: 0.00 OffTime: 0.08 OffThrottle: 0.11 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 0.74 ResetOffTrackDist: 0
1594.79s score.cpp    4117: Track Limits: Off Track WP: 1094 TimeIntoLap: 93.94 SpeedDiff: -0.92 LapDistance: 4627.92 WetTrackScalar: 1.00 PredictedTimeWP: 93.91 CurrentTimeDiff: 0.03 PredictedSpeedWP:43.74 PredictedLapTime: 141.22 LeftTrack: 0.03 WallRiding: 0
1595.65s score.cpp    4577: Track Limits: Back On Track; Lap: 11 LapDist: 4666.08
1595.65s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.07 ET: 0.86 PlaceDiff: 0.00 TimeSkipped: -0.03 TimeRatio: 0.00 OffTime: 0.08 OffThrottle: 0.10 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.55 MaxOffTrack: 0.06 ResetOffTrackDist: 0
1596.73s score.cpp    4034: Track Limits: No Track Cut; Lap: 11 LapDist: 4717.72
1596.73s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.05 ET: 1.94 PlaceDiff: 0.00 TimeSkipped: -0.05 TimeRatio: 0.00 OffTime: 0.08 OffThrottle: 0.10 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.55 MaxOffTrack: 0.06 ResetOffTrackDist: 0
1601.20s score.cpp    4117: Track Limits: Off Track WP: 1145 TimeIntoLap: 100.17 SpeedDiff: -1.13 LapDistance: 4880.35 WetTrackScalar: 1.00 PredictedTimeWP: 100.21 CurrentTimeDiff: 0.14 PredictedSpeedWP:37.12 PredictedLapTime: 141.22 LeftTrack: 0.08 WallRiding: 0
1603.28s score.cpp    4577: Track Limits: Back On Track; Lap: 11 LapDist: 4960.33
1603.28s score.cpp     597: Track Limits: WarnPts: 0.25 Pts: 0.17 ET: 2.08 PlaceDiff: 0.00 TimeSkipped: -0.21 TimeRatio: 0.00 OffTime: 0.19 OffThrottle: 0.20 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 1.63 ResetOffTrackDist: 0
1606.39s score.cpp    4034: Track Limits: No Track Cut; Lap: 11 LapDist: 5105.49
1606.39s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.02 ET: 5.20 PlaceDiff: 0.00 TimeSkipped: -0.37 TimeRatio: 0.00 OffTime: 0.19 OffThrottle: 0.20 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 1.63 ResetOffTrackDist: 0
1623.65s slot.cpp     1011: Entered Slot::Restart(12)
1623.65s slot.cpp     1068: vi(0)
1623.65s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
1623.65s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
1623.65s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
1623.65s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1623.65s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1623.65s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1623.65s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1623.67s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\UserData\player\TempModFile.svm 
1623.67s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyConsumption 
1623.67s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyEstimate 
1623.67s ContentLoadi   90: LMU Warning : Failed to find item: DiffPumpTorque 
1623.67s garage.cpp   1477: Enforcing garage tire rules
1623.67s garage.cpp   1563: Enforced selection: 1/3, 1/3, 1/3, 1/3
1623.67s Strategy.cpp  193: PStrat IN for 12 (Rui Andrade #81): FC 120.0 SFPL 0.03 STPL 107.3 VEC 705000000.0 SVEPPL 0.05 BSL 141.28 NOD 1 CR 1 NLCBZ 3
1623.67s driver.cpp   7471: Created StrategyManager of type Qualifying for slot 12
1623.67s slot.cpp     1072: sr(0,1)
1623.67s slot.cpp     1171: Exited Slot::Restart()
1623.67s queue.cpp    1946: Resetting dents for slot 12
1642.14s TireInventor   75: LTR: Saving tire wear, wl: 0, tireIndex: 3, compIndex: 0, wear before -> after: 96.275655 -> 94.932278
1642.14s garage.cpp   1475: Enforcing player garage tire rules
1642.14s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1642.14s TireInventor   75: LTR: Saving tire wear, wl: 1, tireIndex: 3, compIndex: 0, wear before -> after: 96.551922 -> 95.310457
1642.14s garage.cpp   1475: Enforcing player garage tire rules
1642.14s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1642.14s TireInventor   75: LTR: Saving tire wear, wl: 2, tireIndex: 3, compIndex: 0, wear before -> after: 96.872153 -> 95.832060
1642.14s garage.cpp   1475: Enforcing player garage tire rules
1642.14s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1642.14s TireInventor   75: LTR: Saving tire wear, wl: 3, tireIndex: 3, compIndex: 0, wear before -> after: 97.112783 -> 96.158158
1642.14s garage.cpp   1475: Enforcing player garage tire rules
1642.14s garage.cpp   1563: Enforced selection: 1/4, 1/4, 1/4, 1/4
1665.28s score.cpp    4117: Track Limits: Off Track WP: 396 TimeIntoLap: 23.21 SpeedDiff: -0.05 LapDistance: 1135.07 WetTrackScalar: 1.00 PredictedTimeWP: 23.23 CurrentTimeDiff: -0.08 PredictedSpeedWP:63.38 PredictedLapTime: 141.22 LeftTrack: 0.65 WallRiding: 0
1666.06s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 1186.20
1666.06s score.cpp     597: Track Limits: WarnPts: 0.25 Pts: 0.21 ET: 0.78 PlaceDiff: 0.00 TimeSkipped: 0.02 TimeRatio: 0.03 OffTime: 0.07 OffThrottle: 0.09 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 2.19 ResetOffTrackDist: 0
1669.20s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 1386.11
1669.20s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.12 ET: 3.92 PlaceDiff: 0.00 TimeSkipped: -0.04 TimeRatio: 0.01 OffTime: 0.07 OffThrottle: 0.09 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.00 WallPts 0.00 PitPits: 0.00 PtsScaling: 1.00 MaxOffTrack: 2.19 ResetOffTrackDist: 0
1683.73s score.cpp    4117: Track Limits: Off Track WP: 628 TimeIntoLap: 41.25 SpeedDiff: -0.04 LapDistance: 2298.25 WetTrackScalar: 1.00 PredictedTimeWP: 41.20 CurrentTimeDiff: 0.41 PredictedSpeedWP:33.74 PredictedLapTime: 141.22 LeftTrack: 0.01 WallRiding: 0
1683.86s slot.cpp     1011: Entered Slot::Restart(2)
1683.86s slot.cpp     1068: vi(0)
1683.86s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
1683.86s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
1683.86s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
1683.86s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1683.86s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1683.86s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1683.86s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
1683.86s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\UserData\player\TempModFile.svm 
1683.86s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyConsumption 
1683.86s ContentLoadi   90: LMU Warning : Failed to find item: VirtualEnergyEstimate 
1683.86s ContentLoadi   90: LMU Warning : Failed to find item: DiffPumpTorque 
1683.86s garage.cpp   1477: Enforcing garage tire rules
1683.86s garage.cpp   1563: Enforced selection: 1/3, 1/3, 1/3, 1/3
1683.86s Strategy.cpp  193: PStrat IN for 2 (François Heriau #21): FC 120.0 SFPL 0.03 STPL 109.2 VEC 665000000.0 SVEPPL 0.05 BSL 141.21 NOD 1 CR 1 NLCBZ 3
1683.86s driver.cpp   7471: Created StrategyManager of type Qualifying for slot 2
1683.87s slot.cpp     1072: sr(0,1)
1683.87s slot.cpp     1171: Exited Slot::Restart()
1683.87s queue.cpp    1946: Resetting dents for slot 2
1684.37s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 2321.09
1684.37s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.06 ET: 0.64 PlaceDiff: 0.00 TimeSkipped: 0.02 TimeRatio: 0.04 OffTime: 0.06 OffThrottle: 0.00 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.59 MaxOffTrack: 0.12 ResetOffTrackDist: 0
1686.42s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 2388.36
1686.42s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: -0.04 ET: 2.68 PlaceDiff: 0.00 TimeSkipped: -0.07 TimeRatio: 0.01 OffTime: 0.06 OffThrottle: 0.00 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.59 MaxOffTrack: 0.12 ResetOffTrackDist: 0
1706.53s score.cpp    4117: Track Limits: Off Track WP: 802 TimeIntoLap: 64.15 SpeedDiff: 2.83 LapDistance: 3168.71 WetTrackScalar: 1.00 PredictedTimeWP: 64.10 CurrentTimeDiff: 0.31 PredictedSpeedWP:34.28 PredictedLapTime: 141.22 LeftTrack: 0.00 WallRiding: 0
1706.93s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 3185.92
1706.93s score.cpp     597: Track Limits: WarnPts: 0.50 Pts: 0.27 ET: 0.40 PlaceDiff: 0.00 TimeSkipped: 0.08 TimeRatio: 0.27 OffTime: 0.04 OffThrottle: 0.02 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: 0.02 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.63 MaxOffTrack: 0.17 ResetOffTrackDist: 0
1708.50s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 3246.33
1708.50s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.12 ET: 1.96 PlaceDiff: 0.00 TimeSkipped: 0.06 TimeRatio: 0.06 OffTime: 0.04 OffThrottle: 0.02 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: 0.02 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.63 MaxOffTrack: 0.17 ResetOffTrackDist: 0
1708.57s score.cpp    4117: Track Limits: Off Track WP: 819 TimeIntoLap: 66.23 SpeedDiff: -1.10 LapDistance: 3249.66 WetTrackScalar: 1.00 PredictedTimeWP: 66.27 CurrentTimeDiff: 0.18 PredictedSpeedWP:43.39 PredictedLapTime: 141.22 LeftTrack: 0.14 WallRiding: 0
1709.17s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 3275.70
1709.17s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.05 ET: 0.60 PlaceDiff: 0.00 TimeSkipped: -0.02 TimeRatio: 0.00 OffTime: 0.05 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.62 MaxOffTrack: 0.16 ResetOffTrackDist: 0
1710.51s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 3339.67
1710.51s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.03 ET: 1.94 PlaceDiff: 0.00 TimeSkipped: -0.05 TimeRatio: 0.00 OffTime: 0.05 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.62 MaxOffTrack: 0.16 ResetOffTrackDist: 0
1748.39s score.cpp    4117: Track Limits: Off Track WP: 1197 TimeIntoLap: 105.84 SpeedDiff: -0.71 LapDistance: 5141.66 WetTrackScalar: 1.00 PredictedTimeWP: 105.84 CurrentTimeDiff: 0.43 PredictedSpeedWP:51.79 PredictedLapTime: 141.22 LeftTrack: 0.05 WallRiding: 0
1749.06s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 5175.14
1749.06s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.06 ET: 0.66 PlaceDiff: 0.00 TimeSkipped: -0.02 TimeRatio: 0.00 OffTime: 0.06 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.70 MaxOffTrack: 0.26 ResetOffTrackDist: 0
1750.37s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 5244.66
1750.37s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.02 ET: 1.98 PlaceDiff: 0.00 TimeSkipped: -0.06 TimeRatio: 0.00 OffTime: 0.06 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.70 MaxOffTrack: 0.26 ResetOffTrackDist: 0
1761.21s score.cpp    4117: Track Limits: Off Track WP: 1355 TimeIntoLap: 118.79 SpeedDiff: 1.86 LapDistance: 5933.77 WetTrackScalar: 1.00 PredictedTimeWP: 118.75 CurrentTimeDiff: 0.34 PredictedSpeedWP:67.33 PredictedLapTime: 141.22 LeftTrack: 0.03 WallRiding: 0
1761.81s score.cpp    4577: Track Limits: Back On Track; Lap: 12 LapDist: 5975.27
1761.81s score.cpp     597: Track Limits: WarnPts: 0.00 Pts: 0.12 ET: 0.60 PlaceDiff: 0.00 TimeSkipped: 0.02 TimeRatio: 0.05 OffTime: 0.05 OffThrottle: 0.07 SpeedDiffLeave: 0.00 SpeedDiffRejoin: 0.00 DistPts: -0.01 WallPts 0.00 PitPits: 0.00 PtsScaling: 0.62 MaxOffTrack: 0.16 ResetOffTrackDist: 0
1763.14s score.cpp    4034: Track Limits: No Track Cut; Lap: 12 LapDist: 6067.45
